,zonas,enderecos,precos,areas,quartos
724,norte,"Rua Jamunda, Vila Mazzei, São Paulo Zona Norte, São Paulo",1490,55,2.0
725,norte,"Rua Padre Pascoal Rochedreux, Lauzane Paulista, São Paulo Zona Norte, São Paulo",3500,435,5.0
726,norte,"Rua Domiciano Ribeiro, Casa Verde Alta, São Paulo Zona Norte, São Paulo",1122,90,2.0
727,norte,"Rua Pedro Doll, Santana, São Paulo Zona Norte, São Paulo",1800,37,
728,norte,"Avenida General Ataliba Leonel, Carandiru, São Paulo Zona Norte, São Paulo",1150,38,
729,norte,"Rua Arruda Ferreira, Vila Guilherme, São Paulo Zona Norte, São Paulo",1400,34,
730,norte,"Rua Júlia Lopes De Almeida, Vila Paulicéia, São Paulo Zona Norte, São Paulo",2290,90,3.0
731,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1500,78,2.0
732,norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",1500,77,2.0
733,norte,"Rua Fábia, Jardim Peri, São Paulo Zona Norte, São Paulo",3500,90,3.0
734,norte,"Avenida Conceição, Vila Paiva, São Paulo Zona Norte, São Paulo",1890,63,2.0
735,norte,"Rua João Pereira De Andrade, Vila Primavera, São Paulo Zona Norte, São Paulo",1100,18,
736,norte,"Avenida Basiléia, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1200,52,2.0
737,norte,"Rua Amoroso Costa, Jardim São Paulo, São Paulo Zona Norte, São Paulo",2550,150,3.0
738,norte,"Avenida Das Cerejeiras, Jardim Japão, São Paulo Zona Norte, São Paulo",620,25,
739,norte,"Rua Cruz De Malta, Parada Inglesa, São Paulo Zona Norte, São Paulo",4080,122,3.0
740,norte,"Avenida Do Guacá, Lauzane Paulista, São Paulo Zona Norte, São Paulo",2500,70,3.0
741,norte,"Avenida Basiléia, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1300,54,2.0
742,norte,"Rua Relíquia, Jardim Das Laranjeiras, São Paulo Zona Norte, São Paulo",1068,60,2.0
743,norte,"Rua Virgílio Saccato, Jardim Brasil, São Paulo Zona Norte, São Paulo",1530,180,3.0
744,norte,"Rua Francisca Júlia, Santana, São Paulo Zona Norte, São Paulo",2420,220,4.0
745,norte,"Rua Aragão, Vila Mazzei, São Paulo Zona Norte, São Paulo",1236,51,2.0
746,norte,"Avenida Paulo Lincoln Do Valle Pontin, Jaçanã, São Paulo Zona Norte, São Paulo",1350,78,2.0
747,norte,"Rua Das Macieiras, Casa Verde Média, São Paulo Zona Norte, São Paulo",2000,133,3.0
748,norte,"Rua Professor Joaquim Álvarez Cruz, Jardim Guança, São Paulo Zona Norte, São Paulo",673,60,
749,norte,"Rua Diogo De Oliveira, Sítio Do Morro, São Paulo Zona Norte, São Paulo",1300,36,
750,norte,"Rua Helena Do Sacramento, Vila Guaca, São Paulo Zona Norte, São Paulo",3050,95,2.0
751,norte,"Rua Manguari, Jardim Andaraí, São Paulo Zona Norte, São Paulo",1133,50,2.0
752,norte,"Rua Luís Chagas Dória, Vila Primavera, São Paulo Zona Norte, São Paulo",3060,220,4.0
753,norte,"Rua Copacabana, Santa Teresinha, São Paulo Zona Norte, São Paulo",2500,70,3.0
754,norte,"Rua Cezar Zama, Santana, São Paulo Zona Norte, São Paulo",2400,170,3.0
755,norte,"Rua Engenheiro José Paes Esteves, Vila Celeste, São Paulo Zona Norte, São Paulo",2040,167,
756,norte,"Avenida Braz Leme, Santana, São Paulo Zona Norte, São Paulo",4500,98,3.0
757,norte,"Rua Hamburgo, Vila Gustavo, São Paulo Zona Norte, São Paulo",1390,58,
758,norte,"Rua Duarte De Azevedo, Santana, São Paulo Zona Norte, São Paulo",2500,50,
759,norte,"Rua Professor Valério Giuli, Jardim Paraíso, São Paulo Zona Norte, São Paulo",2800,115,3.0
760,norte,"Rua Padre Paulo Ravier, Água Fria, São Paulo Zona Norte, São Paulo",3300,87,3.0
761,norte,"Parque Domingos Luís, Jardim São Paulo, São Paulo Zona Norte, São Paulo",7500,250,4.0
762,norte,"Rua Coronel Lopes Branco, Jardim Brasil, São Paulo Zona Norte, São Paulo",2100,150,3.0
763,norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",2000,40,2.0
764,norte,"Rua Amadeu Danieli Filho, Limão, São Paulo Zona Norte, São Paulo",750,30,
765,norte,"Rua João Rudge, Casa Verde, São Paulo Zona Norte, São Paulo",4000,92,3.0
766,norte,"Rua Imabu, Vila Romero, São Paulo Zona Norte, São Paulo",2500,180,3.0
767,norte,"Rua José Debieux, Santana, São Paulo Zona Norte, São Paulo",5000,65,2.0
768,norte,"Rua Dona Estela Borges Morato, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1890,48,2.0
769,norte,"Rua Itza, Jardim Modelo, São Paulo Zona Norte, São Paulo",1470,54,2.0
770,norte,"Rua Catanari, Vila Nova Galvão, São Paulo Zona Norte, São Paulo",1350,75,2.0
771,norte,"Avenida Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1813,58,
772,norte,"Rua Casa Forte, Água Fria, São Paulo Zona Norte, São Paulo",1545,80,2.0
773,norte,"Rua Domingos José Sapienza, Vila Amália, São Paulo Zona Norte, São Paulo",1800,47,2.0
774,norte,"Rua Manuel Cherem, Vila Paulista, São Paulo Zona Norte, São Paulo",2000,55,2.0
775,norte,"Rua Carlos Weber, Jardim Peri, São Paulo Zona Norte, São Paulo",2500,120,2.0
776,norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",2856,41,
777,norte,"Avenida Ede, Vila Ede, São Paulo Zona Norte, São Paulo",1750,58,2.0
778,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",2250,45,
779,norte,"Rua Baião Parente, Vila Primavera, São Paulo Zona Norte, São Paulo",2500,60,2.0
780,norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",2856,46,2.0
781,norte,"Rua Tibães, Jardim São Bento, São Paulo Zona Norte, São Paulo",15000,513,6.0
782,norte,"Estrada Do Sabão, 227 - Jardim Maristela, São Paulo - Sp, Brasil, Jardim Peri, São Paulo Zona Norte, São Paulo",3200,226,3.0
783,norte,"Rua João Perestrello, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",2800,145,3.0
784,norte,"Rua Jorge Duprat Figueiredo, Vila Paulista, São Paulo Zona Norte, São Paulo",2060,59,2.0
785,norte,"Rua Rosa Maria, Vila Gustavo, São Paulo Zona Norte, São Paulo",2200,70,2.0
786,norte,"Rua Dona Estela Borges Morato, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1500,60,2.0
787,norte,"Avenida Júlio Buono, Vila Gustavo, São Paulo Zona Norte, São Paulo",3060,62,2.0
788,norte,"Avenida Analice Sakatauskas, Jardim Peri, São Paulo Zona Norte, São Paulo",1365,57,2.0
789,norte,"Rua Nobel Sicard Corsini 49, Parque Monteiro Soares, São Paulo Zona Norte, São Paulo",750,48,
790,norte,"Rua General Nestor Passos, Jardim Paraíso, São Paulo Zona Norte, São Paulo",1156,65,2.0
791,norte,"Rua Vicente Ferreira Leite, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1400,48,2.0
792,norte,"Rua Maria Casali Bueno, Água Fria, São Paulo Zona Norte, São Paulo",3150,120,2.0
793,norte,"Alameda Subtenente Francisco Hierro, Parque Novo Mundo, São Paulo Zona Norte, São Paulo",1530,80,3.0
794,norte,"Rua Brás Dantas Magalhães, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1200,25,2.0
795,norte,"Rua Dona Maria Custódia, Santa Teresinha, São Paulo Zona Norte, São Paulo",3250,250,3.0
796,norte,"Rua Doutor Olavo Egídio, Santana, São Paulo Zona Norte, São Paulo",2678,65,
797,norte,"Rua Itaúna, Vila Maria, São Paulo Zona Norte, São Paulo",2000,60,3.0
798,norte,"Rua Doutor Olavo Egídio, Santana, São Paulo Zona Norte, São Paulo",2678,65,
799,norte,"Rua Pedro De Melo Sousa, Vila Arcádia, São Paulo Zona Norte, São Paulo",2266,90,2.0
800,norte,"Rua Martim Burchard, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1500,40,2.0
801,norte,"Rua Antônio Clemente, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1900,63,2.0
802,norte,"Rua General José De Almeida Botelho, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1900,70,3.0
803,norte,"Rua Manuel Gaya, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",3200,59,2.0
804,norte,"Rua Sete Barras, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",2575,70,3.0
805,norte,"Rua Diogo De Oliveira, Sítio Do Morro, São Paulo Zona Norte, São Paulo",1500,42,
806,norte,"Rua Engenheiro Mac Lean, Santana, São Paulo Zona Norte, São Paulo",3599,83,2.0
807,norte,"Rua Jamunda, Vila Mazzei, São Paulo Zona Norte, São Paulo",1800,80,2.0
808,norte,"Rua Belchior De Ordas, Vila Leonor, São Paulo Zona Norte, São Paulo",1751,50,
809,norte,"Rua Palmira Barbosa, Vila Germinal, São Paulo Zona Norte, São Paulo",2300,220,2.0
810,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",3815,212,4.0
811,norte,"Avenida Guilherme, Vila Guilherme, São Paulo Zona Norte, São Paulo",3500,150,3.0
812,norte,"Rua Coronel Evaristo De Campos, Santa Teresinha, São Paulo Zona Norte, São Paulo",2040,67,3.0
813,norte,"Rua Wanda Martin, Vila Amélia, São Paulo Zona Norte, São Paulo",1900,70,2.0
814,norte,"Rua Antônio João, Sítio Do Morro, São Paulo Zona Norte, São Paulo",1600,64,2.0
815,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",2500,58,2.0
816,norte,"Rua Manuel De Sousa, Santana, São Paulo Zona Norte, São Paulo",4100,55,
817,norte,"Rua Joaquim Norberto, Vila Paulicéia, São Paulo Zona Norte, São Paulo",1700,45,
818,norte,"Rua Intendência, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1684,40,2.0
819,norte,"Alameda Afonso Schmidt, Santa Teresinha, São Paulo Zona Norte, São Paulo",2266,65,2.0
820,norte,"Rua Professor Rui Bloem, Vila Primavera, São Paulo Zona Norte, São Paulo",1530,50,2.0
821,norte,"Rua Isidoro De Laet, Água Fria, São Paulo Zona Norte, São Paulo",4000,202,5.0
822,norte,"Rua Judith Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1600,48,2.0
823,norte,"Rua Carapajó, Jardim Leonor Mendes De Barros, São Paulo Zona Norte, São Paulo",1802,47,2.0
824,norte,"Alameda Joaquim Eugênio De Lima, Jardim Paulistano (zona Norte), São Paulo Zona Norte, São Paulo",2350,50,
825,norte,"Rua Duarte De Azevedo, Santana, São Paulo Zona Norte, São Paulo",2300,44,
826,norte,"Rua Chico De Paula, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",1837,68,3.0
827,norte,"Vila Mazzei, São Paulo - Sp, 02308-001, Brasil, Vila Mazzei, São Paulo Zona Norte, São Paulo",1400,51,2.0
828,norte,"Rua Do Canavial, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1200,40,
829,norte,"Avenida Clavásio Alves Da Silva, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1600,47,2.0
830,norte,"Ordem E Progresso, Jardim Das Laranjeiras, São Paulo Zona Norte, São Paulo",1657,90,3.0
831,norte,"Rua Osaka, Jardim Japão, São Paulo Zona Norte, São Paulo",1100,35,
832,norte,"Garção Tinoco, Santana, São Paulo Zona Norte, São Paulo",1651,65,2.0
833,norte,"Glauco Velasquez, Sítio Do Morro, São Paulo Zona Norte, São Paulo",2550,162,3.0
834,norte,"Rua Bartolomeu De Torales, Vila Mazzei, São Paulo Zona Norte, São Paulo",1700,50,
835,norte,"Rua Cirene De Oliveira Laet, Vila Nilo, São Paulo Zona Norte, São Paulo",3261,90,3.0
836,norte,"Rua Doutor Gomes Ferraz, 176 - Vila Pereira Barreto, São Paulo - Sp, Brasil, Vila Pereira Barreto, São Paulo Zona Norte, São Paulo",1450,64,3.0
837,norte,"Rua Professor Luciano Prata, Vila Baruel, São Paulo Zona Norte, São Paulo",1300,45,
838,norte,"Rua Fernando Sandreschi, Santana, São Paulo Zona Norte, São Paulo",1600,60,
839,norte,"Rua Joaquim José Da Cruz Secco, Barro Branco, São Paulo Zona Norte, São Paulo",10000,450,3.0
840,norte,"Avenida Cônego José Salomon, Vila Portugal, São Paulo Zona Norte, São Paulo",1632,84,3.0
841,norte,"Rua Abreu Lemos, Jardim França, São Paulo Zona Norte, São Paulo",9270,380,4.0
842,norte,"Rua Rido Roque, Vila Roque, São Paulo Zona Norte, São Paulo",10000,327,4.0
843,norte,"Rua Barcelos Leite, Vila Primavera, São Paulo Zona Norte, São Paulo",3500,300,3.0
844,norte,"Rua General Nestor Passos, Jardim Paraíso, São Paulo Zona Norte, São Paulo",1269,70,2.0
845,norte,"Avenida Parada Pinto, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",2000,67,3.0
846,norte,"Rua Soror Angélica, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",1470,49,
847,norte,"Rua Doutor Zuquim, Santana, São Paulo Zona Norte, São Paulo",2209,73,3.0
848,norte,"Rua Aragão, Vila Mazzei, São Paulo Zona Norte, São Paulo",2350,60,2.0
849,norte,"Rua José Ataliba Ortiz, Vila Mangalot, São Paulo Zona Norte, São Paulo",1400,54,2.0
850,norte,"Rua Ilha Grande, Imirim, São Paulo Zona Norte, São Paulo",1938,51,2.0
851,norte,"Avenida General Ataliba Leonel, Carandiru, São Paulo Zona Norte, São Paulo",1700,60,2.0
852,norte,"Rua George Chahestian, Vila Basileia, São Paulo Zona Norte, São Paulo",1650,54,2.0
853,norte,"Rua Benedito Antônio Gonçalves, Vila Nelson, São Paulo Zona Norte, São Paulo",1500,50,
854,norte,"Rua Martim Burchard, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1800,45,2.0
855,norte,"Avenida Das Cerejeiras, Jardim Japão, São Paulo Zona Norte, São Paulo",500,15,
856,norte,"Rua Odivelas, Parque Mandaqui, São Paulo Zona Norte, São Paulo",3149,116,2.0
857,norte,"Rua Diogo De Oliveira, Sítio Do Morro, São Paulo Zona Norte, São Paulo",1395,36,
858,norte,"Rua Intendência, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1500,43,2.0
859,norte,"Rua Do Canavial, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",950,18,
860,norte,"Rua Armando Guzzi, Vila Cavaton, São Paulo Zona Norte, São Paulo",1200,45,
861,norte,"Rua Domiciano Ribeiro, Casa Verde Alta, São Paulo Zona Norte, São Paulo",1000,55,
862,norte,"Rua Mario De Sá Carneiro, Jardim Centenário, São Paulo Zona Norte, São Paulo",2200,120,2.0
863,norte,"Rua Corneteiro De Jesus, Água Fria, São Paulo Zona Norte, São Paulo",1031,50,
864,norte,"Rua Dona Estela Borges Morato, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1369,50,2.0
865,norte,"Rua Alferes Magalhães, Santana, São Paulo Zona Norte, São Paulo",1050,44,
866,norte,"Rua Guanapus, Vila Dom Pedro Ii, São Paulo Zona Norte, São Paulo",1200,40,
867,norte,"Rua Nicolau Tolentino De Almeida 61, Vila Dionisia, São Paulo Zona Norte, São Paulo",1000,45,2.0
868,norte,"Avenida Penha Brasil 2651, Vila Francos, São Paulo Zona Norte, São Paulo",1000,47,2.0
869,norte,"General Ataliba Leonel, Parada Inglesa, São Paulo Zona Norte, São Paulo",1400,65,2.0
870,norte,"Leôncio De Magalhães, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1500,54,2.0
871,norte,"Sob Consulta, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1800,45,2.0
872,norte,"Capitão Francisco Lipi, Vila Dom Pedro Ii, São Paulo Zona Norte, São Paulo",1600,67,2.0
873,norte,"Rua Judith Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1396,50,2.0
874,norte,"Rua Doutor Ângelo Vita, Vila Zilda, São Paulo Zona Norte, São Paulo",1250,60,3.0
875,norte,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",1413,60,2.0
876,norte,"Rua Benvinda Aparecida De Abreu Leme, Santana, São Paulo Zona Norte, São Paulo",1150,45,
877,norte,"Rua Aída Gomes Toledo, Imirim, São Paulo Zona Norte, São Paulo",1300,49,2.0
878,norte,"Santana, São Paulo Zona Norte, São Paulo",4500,123,3.0
879,norte,"Rua José Eduardo Prado Kelly, Vila Medeiros, São Paulo Zona Norte, São Paulo",950,40,
880,norte,"Rua Irmã Emerenciana, Vila Nilo, São Paulo Zona Norte, São Paulo",650,35,
881,norte,"Rua Antônio Dias Da Silva, Vila Amália, São Paulo Zona Norte, São Paulo",1150,46,2.0
882,norte,"Rua Copacabana, Santa Teresinha, São Paulo Zona Norte, São Paulo",1304,50,2.0
883,norte,"Avenida Casa Verde, Casa Verde, São Paulo Zona Norte, São Paulo",1300,75,3.0
884,norte,"Rua Franklin Do Amaral, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1133,43,2.0
885,norte,"Rua Mariquinha Viana, Água Fria, São Paulo Zona Norte, São Paulo",1224,70,2.0
886,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1200,28,
887,norte,"Rua Capitão Rubéns, Parque Edu Chaves, São Paulo Zona Norte, São Paulo",1000,30,
888,norte,"Rua Joaquim Afonso De Souza, Vila Celeste, São Paulo Zona Norte, São Paulo",1400,94,2.0
889,norte,"Rua Laerte, Vila Mariza Mazzei, São Paulo Zona Norte, São Paulo",920,75,
890,norte,"Rua Carolina Soares, Vila Diva (zona Norte), São Paulo Zona Norte, São Paulo",700,15,
891,norte,"Rua Soldado Paulo Tansini, Parque Novo Mundo, São Paulo Zona Norte, São Paulo",950,58,
892,norte,"Avenida Parada Pinto, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1300,60,2.0
893,norte,"Rua Judith Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1122,49,2.0
894,norte,"Rua Cruz De Malta, Parada Inglesa, São Paulo Zona Norte, São Paulo",1650,61,2.0
895,norte,"Rua Eugênio De Freitas, Vila Guilherme, São Paulo Zona Norte, São Paulo",1700,61,2.0
896,norte,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",1903,120,3.0
897,norte,"Rua Jovita, Santana, São Paulo Zona Norte, São Paulo",1400,64,2.0
898,norte,"Rua Manuel Valente, Vila Mazzei, São Paulo Zona Norte, São Paulo",800,35,
899,norte,"Rua Manuel De Almeida, Vila Guilherme, São Paulo Zona Norte, São Paulo",2300,122,2.0
900,norte,"Avenida Mandaqui, Limão, São Paulo Zona Norte, São Paulo",1615,68,2.0
901,norte,"Rua Lídia Coelho, Santana, São Paulo Zona Norte, São Paulo",1950,29,
902,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1500,68,2.0
903,norte,"Rua Marino Felix, Casa Verde, São Paulo Zona Norte, São Paulo",1030,55,
904,norte,"Rua Alcindo Bueno De Assis, Barro Branco, São Paulo Zona Norte, São Paulo",1139,55,2.0
905,norte,"Rua Damiana Da Cunha, Santa Teresinha, São Paulo Zona Norte, São Paulo",1786,74,3.0
906,norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",1370,50,2.0
907,norte,"Rua Coronel Da Silva Feijó, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1550,98,3.0
908,norte,"Rua Jamunda 79, Vila Mazzei, São Paulo Zona Norte, São Paulo",1450,60,2.0
909,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1650,70,2.0
910,norte,"Rua Murilo Furtado, Parque Vitória, São Paulo Zona Norte, São Paulo",768,59,
911,norte,"Rua Aragão, Vila Mazzei, São Paulo Zona Norte, São Paulo",1545,55,2.0
912,norte,"Rua Pedro Doll, Santana, São Paulo Zona Norte, São Paulo",2500,130,3.0
913,norte,"Rua Cabo Basílio Zequim Júnior, Parque Novo Mundo, São Paulo Zona Norte, São Paulo",1350,56,2.0
914,norte,"Avenida Nossa Senhora Do Loreto, Vila Medeiros, São Paulo Zona Norte, São Paulo",1050,28,
915,norte,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",1854,70,3.0
916,norte,"Rua Antônio Borges, Parque Edu Chaves, São Paulo Zona Norte, São Paulo",1545,48,2.0
917,norte,"Rua João Dias Da Silva, Imirim, São Paulo Zona Norte, São Paulo",1417,70,2.0
918,norte,"Rua Mário Eloy, Jardim Carlu, São Paulo Zona Norte, São Paulo",730,30,
919,norte,"Avenida Júlio Buono, Vila Gustavo, São Paulo Zona Norte, São Paulo",950,60,
920,norte,"Avenida Parada Pinto, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1300,49,2.0
921,norte,"Avenida Luiz Dumont Villares, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1200,36,
922,norte,"Rua Natividade Da Serra, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1100,50,
923,norte,"Rua Eugênio De Freitas, Vila Guilherme, São Paulo Zona Norte, São Paulo",2061,58,3.0
924,norte,"Rua Sargento Agostinho Ferreira, Vila Maria Alta, São Paulo Zona Norte, São Paulo",816,45,
925,norte,"Avenida Casa Verde, Casa Verde, São Paulo Zona Norte, São Paulo",1950,65,2.0
926,norte,"Avenida Mandaqui, Limão, São Paulo Zona Norte, São Paulo",1900,70,2.0
927,norte,"Avenida Engenheiro Caetano Álvares, Imirim, São Paulo Zona Norte, São Paulo",1400,50,2.0
928,norte,"Rua Manuel De Soveral, Jardim São Paulo, São Paulo Zona Norte, São Paulo",2000,68,3.0
929,norte,"Rua João De Laet, Vila Aurora, São Paulo Zona Norte, São Paulo",1200,65,2.0
930,norte,"Rua Doutor Afonso Vergueiro, Vila Maria, São Paulo Zona Norte, São Paulo",1350,39,
931,norte,"Rua Copacabana, Santa Teresinha, São Paulo Zona Norte, São Paulo",1750,90,3.0
932,norte,"Rua Lacerda Marques, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1100,50,2.0
933,norte,"Rua Kioto, Vila Maria Alta, São Paulo Zona Norte, São Paulo",945,60,
934,norte,"Avenida Do Guacá, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1632,50,
935,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",2060,45,
936,norte,"Rua Marajó, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1000,20,
937,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",2611,200,4.0
938,norte,"Rua Carlos Gomes, Tucuruvi, São Paulo Zona Norte, São Paulo",2300,70,2.0
939,norte,"Rua Coronel João Da Silva Feijó, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1399,92,3.0
940,norte,"Rua Pontins, Santana, São Paulo Zona Norte, São Paulo",1785,75,2.0
941,norte,"Rua Jubair Celestino, Jardim Peri, São Paulo Zona Norte, São Paulo",1200,35,2.0
942,norte,"Avenida Luiz Dumont Villares, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1450,35,
943,norte,"Rua Eugênio De Freitas, Vila Guilherme, São Paulo Zona Norte, São Paulo",2640,50,2.0
944,norte,"Rua Nova Granada, Vila Baruel, São Paulo Zona Norte, São Paulo",1280,60,2.0
945,norte,"Rua Plínio Colás, Lauzane Paulista, São Paulo Zona Norte, São Paulo",2200,106,3.0
946,norte,"Avenida Jardim Japão, Jardim Brasil, São Paulo Zona Norte, São Paulo",1490,53,2.0
947,norte,"Rua Albertina Vieira Da Silva Gordo, Vila Aurora, São Paulo Zona Norte, São Paulo",1510,70,3.0
948,norte,"Avenida General Ataliba Leonel, Santana, São Paulo Zona Norte, São Paulo",1656,40,
949,norte,"Rua Atílio Piffer, Casa Verde, São Paulo Zona Norte, São Paulo",1850,78,3.0
950,norte,"Rua Chico Pontes, Vila Guilherme, São Paulo Zona Norte, São Paulo",15000,350,4.0
951,norte,"Rua Padre Paulo Ravier, Água Fria, São Paulo Zona Norte, São Paulo",2200,83,3.0
952,norte,"Rua Conselheiro Moreira De Barros, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1597,40,2.0
953,norte,"Avenida Leôncio De Magalhães, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1200,80,
954,norte,"Rua Marechal Hermes Da Fonseca, Santana, São Paulo Zona Norte, São Paulo",1575,76,2.0
955,norte,"Rua Coronel Euclídes Machado, Jardim Peri, São Paulo Zona Norte, São Paulo",1300,42,2.0
956,norte,"Rua Soldado Sebastião Garcia, Parque Novo Mundo, São Paulo Zona Norte, São Paulo",1500,50,2.0
957,norte,"Rua Felício Tarabai, Barro Branco, São Paulo Zona Norte, São Paulo",1300,76,3.0
958,norte,"Rua Igarité, Vila Nova Carolina, São Paulo Zona Norte, São Paulo",1050,43,
959,norte,"Rua Capitão Rubéns, Parque Edu Chaves, São Paulo Zona Norte, São Paulo",1000,30,
